objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1.23767E+18,6122,301,4,130,1507,3,258.0646941,64.11988093,25.81009,23.95539,22.52144,21.7754,20.91506,0.7180293,0.4158649,0.1776469,0.1405185,0.3164298
1.23767E+18,6122,301,4,130,1525,3,258.0889849,64.13023212,24.69672,23.03595,21.81752,21.48681,21.26703,1.292675,0.2114109,0.1053574,0.1211045,0.4591108
1.23767E+18,6122,301,4,130,1550,3,258.1145549,64.13969505,23.45917,24.86618,22.74849,22.50642,21.61115,0.7274094,0.6312951,0.202842,0.2438134,0.5221845
1.23767E+18,6122,301,4,130,1564,3,258.1384163,64.13003573,23.36754,23.46813,22.68937,23.22622,22.75342,0.6258024,0.2580716,0.1791365,0.3944029,0.8131312
1.23767E+18,6122,301,4,130,1568,3,258.1576877,64.13684072,23.4339,22.78063,21.04625,19.95515,19.52621,1.095834,0.2340626,0.074326,0.04373424,0.146169
1.23767E+18,6122,301,4,130,1672,6,258.0357141,64.11886119,25.39699,23.97454,23.36247,21.82981,20.67704,0.7654495,0.3467139,0.271263,0.1116649,0.2038518
1.23767E+18,6122,301,4,130,1683,6,258.0616894,64.12974679,24.49273,26.20985,23.6327,22.32789,22.07051,0.9667613,0.3419782,0.3272589,0.1685644,0.5778936
1.23767E+18,6162,301,3,133,57,6,258.1082738,64.04646242,18.85055,17.58484,17.11672,16.95908,16.90707,0.0207245,0.004979894,0.004886791,0.005268826,0.01046099
1.23767E+18,6162,301,3,133,59,6,258.1970688,64.05467479,20.14579,18.16431,17.37397,17.07454,16.96373,0.04679528,0.006235632,0.005224382,0.005445046,0.01075883
1.23767E+18,6162,301,3,133,67,3,258.2133566,64.07316958,19.24982,17.20155,16.26258,15.75252,15.49401,0.04919098,0.004988501,0.003694816,0.003473432,0.007416608
1.23767E+18,6162,301,3,133,76,3,258.1816362,64.05353955,19.60752,17.72213,16.78737,16.35058,16.07873,0.05081972,0.005918154,0.004367803,0.004220489,0.008886101
1.23767E+18,6162,301,3,133,81,3,258.1439303,64.0533777,20.98647,18.96362,17.96309,17.51005,17.18034,0.1031326,0.009880366,0.006510011,0.006223662,0.01356848
1.23767E+18,6162,301,3,133,85,6,258.1531762,64.04627011,24.24372,21.18211,19.69229,18.49679,17.91872,0.8821961,0.03841247,0.01608862,0.009843552,0.01891798
1.23767E+18,6162,301,3,133,87,3,258.0692568,64.05868665,20.83672,18.65034,17.70705,17.28511,17.01028,0.1158497,0.009167987,0.006414275,0.006235367,0.01463484
1.23767E+18,6162,301,3,133,95,3,258.1085517,64.05746489,22.08111,19.90777,19.02787,18.64644,18.31487,0.2366102,0.01786671,0.01204634,0.01188992,0.02851281
1.23767E+18,6162,301,3,133,96,3,258.0905969,64.05348172,23.5716,25.11438,19.4319,24.3618,18.66503,0.7080894,0.7862889,0.01456635,0.7872891,0.03437842
1.23767E+18,6162,301,3,133,97,3,258.2136392,64.0770536,21.7571,19.56522,18.74809,18.29301,18.21056,0.2248706,0.01515148,0.01097098,0.01048177,0.03287825
1.23767E+18,6162,301,3,133,105,6,258.1477613,64.04767107,25.4153,21.72441,20.27377,19.63588,19.38956,0.7298201,0.05869393,0.02405238,0.01989684,0.05514476
1.23767E+18,6162,301,3,133,112,3,258.1675302,64.05172409,25.00923,21.35798,23.08979,22.75548,21.85973,0.8653717,0.05100819,0.2325769,0.2419925,0.3900354
1.23767E+18,6162,301,3,133,113,3,258.1383428,64.05514121,23.47712,18.87982,24.79969,19.36916,22.02258,5.457549,0.03718852,6.518585,0.1235294,4.743143
1.23767E+18,6162,301,3,133,114,6,258.2212933,64.07358427,23.89022,22.74381,21.49807,20.59789,20.20153,0.7824969,0.1356774,0.06234768,0.04070989,0.106552
1.23767E+18,6162,301,3,133,116,6,258.1025275,64.04667602,24.86566,23.43452,21.92643,20.82084,20.69291,0.9013969,0.236507,0.08694341,0.04800736,0.1595666
1.23767E+18,6162,301,3,133,127,3,258.2068158,64.07445982,21.64249,21.27214,21.43029,21.40765,21.86869,0.1832646,0.05493593,0.08452274,0.1206973,0.5818915
1.23767E+18,6162,301,3,133,130,3,258.1216551,64.04876976,23.52411,22.05327,21.21463,20.89397,20.94256,0.7726764,0.09101497,0.06072618,0.06558234,0.2611078
1.23767E+18,6162,301,3,133,224,6,258.2214189,64.10144226,16.83005,15.7407,15.39568,15.28111,15.25033,0.007519165,0.003299941,0.003647031,0.003989498,0.005248153
1.23767E+18,6162,301,3,133,225,6,258.2141866,64.10162491,19.73809,18.22016,17.64503,17.42147,17.32021,0.03533873,0.006374111,0.005704564,0.006083819,0.01310816
1.23767E+18,6162,301,3,133,226,3,258.2218887,64.10297206,24.63617,22.63252,22.21365,21.51374,21.13391,1.026932,0.1299257,0.1221432,0.09335559,0.261854
1.23767E+18,6162,301,3,133,468,3,258.0270879,64.08900216,20.5002,18.82181,17.91174,17.48717,17.18187,0.08547731,0.009962432,0.007010646,0.006839408,0.01601117
1.23767E+18,6162,301,3,133,471,3,258.0391384,64.06640277,20.64036,19.02487,18.10912,17.724,17.43601,0.1001702,0.0116951,0.008075494,0.008078651,0.0201064
1.23767E+18,6162,301,3,133,472,3,258.0450822,64.06606937,24.33429,22.72618,21.12519,20.65605,20.34233,0.9853809,0.1397353,0.04848735,0.04572722,0.1296974
1.23767E+18,6162,301,3,133,473,6,258.0421214,64.06688179,24.22914,23.04523,24.1165,24.30101,22.32728,0.933742,0.1800899,0.5051744,0.5861675,0.5320885
1.23767E+18,6162,301,3,133,482,3,258.043342,64.07031409,21.1188,19.0642,18.1563,17.73803,17.4066,0.1343485,0.0112874,0.0078523,0.007685174,0.01798531
1.23767E+18,6162,301,3,133,483,3,258.0483123,64.0729621,21.95278,21.47653,20.83504,20.73386,20.41288,0.219957,0.05752758,0.04573711,0.05938426,0.1695915
1.23767E+18,6162,301,3,133,484,3,258.047339,64.07199237,24.10762,20.19113,19.63273,19.21253,19.4076,3.202765,0.04740173,0.04415706,0.0445976,0.2111535
1.23767E+18,6162,301,3,133,485,6,258.0446721,64.07268193,23.89571,24.86157,22.98212,24.04272,23.16342,0.792765,0.5580285,0.2182775,0.5443045,0.5281119
1.23767E+18,6162,301,3,133,486,3,258.0451102,64.07103663,21.92213,21.89097,21.34464,21.63136,21.27879,0.1926058,0.07748018,0.06520915,0.1181756,0.3086662
1.23767E+18,6162,301,3,133,489,3,258.0334743,64.09738314,19.9587,18.12499,17.24801,16.83678,16.53232,0.06488852,0.00718836,0.005291835,0.005189254,0.01161346
1.23767E+18,6162,301,3,133,490,6,258.0342496,64.09579248,23.58373,22.17598,21.72059,21.18683,21.53423,0.685456,0.08633519,0.07782137,0.06932572,0.3387589
1.23767E+18,6162,301,3,133,494,6,258.0458669,64.08733366,22.29461,19.74844,18.37584,17.48055,16.99958,0.2325414,0.01404638,0.007725913,0.006253282,0.01089754
1.23767E+18,6162,301,3,133,585,6,258.1900745,64.11705426,21.05738,18.49477,17.09544,16.01628,15.45577,0.08928344,0.007234768,0.004804869,0.004335448,0.005601485
1.23767E+18,6162,301,3,133,608,6,258.225612,64.09068385,23.23151,19.90417,18.89113,18.52644,18.3135,0.5193259,0.01562066,0.01003068,0.01001785,0.02506465
1.23767E+18,6162,301,3,133,609,3,258.2172678,64.09224989,21.37158,19.62796,18.77909,18.36513,18.08855,0.1734338,0.01646513,0.0117147,0.01161338,0.031821
1.23767E+18,6162,301,3,133,610,6,258.2152945,64.09150807,23.85808,22.56733,21.30799,20.55827,20.2578,0.7794589,0.1176045,0.05398227,0.03981694,0.1138711
1.23767E+18,6162,301,3,133,611,6,258.2191907,64.0925167,23.99809,22.85625,21.58849,20.53671,20.15053,0.8572218,0.1545964,0.07119476,0.04059121,0.1094991
1.23767E+18,6162,301,3,133,612,3,258.2181163,64.09036262,23.11128,21.37112,20.94032,20.63581,21.5569,0.7071261,0.06040612,0.05983095,0.07069329,0.5467747
1.23767E+18,6162,301,3,133,613,3,258.2119803,64.09318179,25.42311,22.31513,21.35748,21.01551,21.64271,1.207208,0.1438696,0.08962882,0.09509502,0.607428
1.23767E+18,6162,301,3,133,614,3,258.2146766,64.09336231,24.77159,23.44094,22.47165,23.69174,22.08815,1.190009,0.3002464,0.1867772,0.6219896,0.6111359
1.23767E+18,6162,301,3,133,615,6,258.222715,64.09200286,24.75826,25.01399,24.48254,22.7444,21.74478,1.000018,0.5965974,0.5997193,0.2647829,0.4092254
1.23767E+18,6162,301,3,133,620,6,258.2283406,64.0971361,22.57974,20.02128,18.85117,18.3603,18.06114,0.2998935,0.01671185,0.00979568,0.009155015,0.02071324
1.23767E+18,6162,301,3,133,621,6,258.2236462,64.0970064,21.56053,20.49983,20.22048,20.13317,20.13491,0.1321836,0.02313021,0.02325747,0.02847887,0.1036987
1.23767E+18,6162,301,3,133,666,6,258.0360656,64.08447903,23.85331,20.76172,19.66979,19.25254,18.99552,0.7498055,0.02735416,0.01574784,0.01524043,0.03961637
1.23767E+18,6162,301,3,133,667,3,258.0432453,64.10238958,21.90315,20.02425,19.17901,18.79069,18.56085,0.2844017,0.02291155,0.01615952,0.0162807,0.04755988
1.23767E+18,6162,301,3,133,747,6,258.1968015,64.06667674,21.25617,20.3195,20.07028,19.97148,20.10818,0.1033312,0.02038471,0.02081639,0.02509183,0.1002767
1.23767E+18,6162,301,3,133,756,6,258.2190659,64.10629855,22.1732,21.33604,21.01527,20.91276,20.87889,0.2144902,0.04158488,0.04143162,0.05110897,0.1880874
1.23767E+18,6162,301,3,133,960,6,258.0201193,64.09333424,25.38237,22.54796,21.17733,20.49802,19.94209,0.7334135,0.1103471,0.04646557,0.03690419,0.08414864
1.23767E+18,6162,301,3,133,963,3,258.0279377,64.07794119,22.8548,21.63897,20.91919,20.58512,20.19672,0.4426671,0.06167601,0.0458058,0.04867894,0.1306995
1.23767E+18,6162,301,3,133,970,6,258.0245374,64.09524831,22.45633,20.71256,20.07642,19.85199,19.64174,0.2704329,0.02635331,0.02052263,0.02274065,0.06558876
1.23767E+18,6162,301,3,133,971,3,258.0212571,64.09698674,24.07685,21.77254,21.07637,20.98485,20.41266,1.464431,0.09269455,0.07422344,0.1008762,0.237493
1.23767E+18,6162,301,3,133,977,3,258.0340838,64.07528665,22.83348,21.71328,20.97315,20.61969,20.39556,0.5111667,0.07472362,0.05626846,0.06021675,0.1893132
1.23767E+18,6162,301,3,133,978,3,258.0336337,64.08154861,23.64694,21.6487,21.06756,20.88276,20.54089,1.105762,0.08057806,0.07135781,0.0891588,0.2532995
1.23767E+18,6162,301,3,133,987,3,258.0387541,64.08795513,22.36206,21.99706,21.54035,21.36291,21.56963,0.3653842,0.1009005,0.09585033,0.1189627,0.5207788
1.23767E+18,6162,301,3,133,991,3,258.0552097,64.05764019,25.71151,21.73721,21.27511,20.75611,21.14034,1.110222,0.09693949,0.09248766,0.08545949,0.457411
1.23767E+18,6162,301,3,133,992,3,258.0455028,64.08305571,25.22044,22.06838,21.11329,20.60077,20.70586,1.30189,0.1104879,0.07013825,0.06534185,0.2769456
1.23767E+18,6162,301,3,133,997,3,258.0434915,64.09249902,22.3374,21.32023,20.1041,19.61098,19.16816,0.359636,0.05662517,0.02919682,0.02755901,0.07050973
1.23767E+18,6162,301,3,133,998,3,258.0442619,64.09126468,24.81078,21.58948,20.69547,20.30988,20.45992,1.521554,0.0747868,0.05034775,0.05253766,0.2319463
1.23767E+18,6162,301,3,133,1000,6,258.0540031,64.06681791,23.96935,21.91957,20.58909,19.4048,18.86269,0.7960626,0.06651317,0.02985802,0.01682232,0.03613083
1.23767E+18,6162,301,3,133,1001,6,258.0568889,64.06751239,25.17279,24.72176,24.16129,22.5804,21.95622,0.8341795,0.5344568,0.4962887,0.2164603,0.4285595
1.23767E+18,6162,301,3,133,1010,3,258.0477404,64.10781822,23.12749,21.49798,21.33307,21.01252,20.97635,0.6353016,0.06083786,0.07498147,0.08211756,0.3052678
1.23767E+18,6162,301,3,133,1061,3,258.1114958,64.04911495,22.95838,21.88933,21.80288,21.25645,22.16396,0.9347035,0.136546,0.1900672,0.1744689,1.262105
1.23767E+18,6162,301,3,133,1203,6,258.2141018,64.06901559,25.76365,22.98808,21.9164,20.98364,20.50987,0.5852218,0.1660795,0.08920568,0.05611985,0.1433505
1.23767E+18,6162,301,3,133,1208,3,258.2183258,64.06319184,24.6809,22.3716,21.77992,21.11139,22.20893,1.233528,0.1220967,0.1042991,0.08438952,0.6828906
1.23767E+18,6162,301,3,133,1211,3,258.2142485,64.08445899,23.36261,22.80805,22.2648,21.97605,22.90915,0.6841119,0.1689703,0.1498675,0.1660039,0.7372903
1.23767E+18,6162,301,3,133,1214,6,258.2037718,64.1133373,23.40057,22.03553,21.65136,21.56008,22.60637,0.5628996,0.07253738,0.06913675,0.08736984,0.5407315
1.23767E+18,6162,301,3,133,1226,3,258.2223729,64.08635138,25.19355,22.64838,21.84107,21.22533,20.77046,1.032495,0.148132,0.1038867,0.08578032,0.2237624
1.23767E+18,6162,301,3,133,1228,3,258.2168504,64.10919507,22.0696,21.20022,20.47635,20.13318,19.96362,0.2661166,0.04848846,0.03730268,0.03951357,0.1319172
1.23767E+18,6162,301,3,133,1230,3,258.2138381,64.11741488,23.18846,22.05174,21.49802,21.29656,21.78979,0.590787,0.08730373,0.0761876,0.09019117,0.4954155
1.23767E+18,6162,301,3,133,1231,6,258.2306894,64.07426279,24.7536,22.30938,20.98098,20.22428,19.80843,0.965549,0.09505168,0.04200128,0.03120982,0.08128675
1.23767E+18,6162,301,3,133,1233,3,258.2178458,64.11276788,23.19127,20.52627,19.77512,19.41988,19.14159,0.9021362,0.03473152,0.02673231,0.02844909,0.08617814
1.23767E+18,6162,301,3,133,1244,3,258.2340268,64.07921984,24.2576,21.52647,20.77946,20.50348,20.09413,1.119973,0.05720684,0.04188187,0.04615056,0.1248086
1.23767E+18,6162,301,3,133,1245,3,258.2237285,64.10811301,25.12379,21.88823,21.07947,20.9847,20.56484,1.473395,0.1009753,0.07401705,0.1026271,0.2670089
1.23767E+18,6162,301,3,133,1246,6,258.2309861,64.09485415,23.5926,22.03844,21.57635,21.61632,21.53154,0.6807476,0.07613777,0.06900571,0.09849928,0.3390146
1.23767E+18,6162,301,3,133,1248,3,258.2341862,64.08990078,23.29474,22.34058,21.50585,21.03624,20.44712,0.597174,0.1062389,0.07117233,0.06638259,0.1556388
1.23767E+18,6162,301,3,133,1250,3,258.226285,64.1137669,24.9165,22.14179,21.47889,21.157,21.46693,1.337991,0.1103152,0.0880036,0.09474353,0.4642253
1.23767E+18,6162,301,3,133,1255,3,258.2389757,64.0954076,24.0434,24.63063,22.22322,21.23786,21.00988,1.121358,0.6819543,0.1574596,0.09600385,0.3050445
1.23767E+18,6162,301,3,133,1386,6,258.0288097,64.08058627,25.06546,23.98864,22.72289,22.5235,21.69909,0.8793029,0.3591829,0.1738576,0.2065539,0.3564165
1.23767E+18,6162,301,3,133,1387,6,258.0216141,64.10265872,25.92683,23.31798,22.29502,20.55615,19.56565,0.5078908,0.2086504,0.1168808,0.03836695,0.06198555
1.23767E+18,6162,301,3,133,1396,6,258.0265152,64.10283661,26.4158,23.97907,22.4795,21.28564,20.5439,0.3314625,0.3465821,0.1367536,0.06943613,0.139091
1.23767E+18,6162,301,3,133,1399,3,258.0327431,64.105499,25.23625,23.21425,22.46211,22.23594,21.82219,1.007848,0.235415,0.1730027,0.2032633,0.4954806
1.23767E+18,6162,301,3,133,1402,6,258.0462212,64.09805251,24.40706,23.52194,22.1207,20.87453,20.30149,0.9232671,0.2472233,0.1011693,0.04946722,0.1135058
1.23767E+18,6162,301,3,133,1479,3,258.210202,64.06781097,23.52987,23.33574,22.31179,22.34579,22.87824,0.7452353,0.2576093,0.1497846,0.2187096,0.7114186
1.23767E+18,6162,301,3,133,1481,6,258.2082803,64.08288433,24.67078,23.30945,21.59858,20.47841,19.8821,1.223878,0.267326,0.08564385,0.0467242,0.1070699
1.23767E+18,6162,301,3,133,1499,3,258.2171281,64.1038197,25.13502,22.72386,21.91236,21.90204,21.03822,1.31343,0.1922898,0.136128,0.1939201,0.3520136
1.23767E+18,6162,301,3,133,1506,6,258.2376155,64.09320228,23.30483,23.3883,22.57146,22.54076,22.25346,0.5222737,0.224395,0.150691,0.2006461,0.4882962
1.23767E+18,6162,301,3,133,1582,3,258.2076554,64.1182027,23.76947,24.55718,23.97426,22.00806,21.25291,0.7908857,0.5372435,0.4976052,0.1470961,0.291666
1.23767E+18,6162,301,3,133,1611,3,258.2194877,64.06734745,23.03094,23.96461,22.3679,22.30906,22.3693,0.6895163,0.5686496,0.227739,0.3123513,0.952148
1.23767E+18,6162,301,3,133,1618,3,258.0560139,64.07220145,21.27673,26.48466,22.54823,20.17398,21.88471,0.4878325,1.570823,0.8648936,0.1503166,2.518878
1.23767E+18,6122,301,4,130,62,6,258.0088518,64.12187333,15.08001,12.30513,11.76625,11.62432,13.74945,0.008452245,0.000772263,0.000705564,0.000622088,0.01970411
1.23767E+18,6122,301,4,130,63,6,258.0139589,64.12805815,23.92546,20.97356,19.26022,18.288,17.78512,0.8039985,0.03212024,0.01248776,0.009140239,0.02000001
1.23767E+18,6122,301,4,130,65,6,258.0049339,64.12067013,24.63464,21.69324,21.07406,20.98225,22.82689,1.030651,0.06989758,0.04775756,0.06164953,0.772301
1.23767E+18,6122,301,4,130,66,3,258.0138508,64.12321422,24.63465,23.63991,21.5132,20.73051,22.82689,1.044102,0.3322644,0.06820231,0.05023615,0.7809121
1.23767E+18,6122,301,4,130,67,6,258.0008455,64.11955539,24.63468,25.11433,21.75547,22.17801,22.82724,1.042399,0.6073569,0.07959149,0.1725993,0.7744534
1.23767E+18,6122,301,4,130,68,6,258.0052684,64.12402935,24.63465,22.85086,21.95807,22.2341,22.82689,1.010352,0.1661101,0.09542487,0.1763093,0.7696491
1.23767E+18,6122,301,4,130,69,3,257.9935497,64.12043669,23.90311,22.55511,21.46695,21.18843,20.46861,0.9278637,0.1275644,0.06899789,0.08200682,0.2048364
1.23767E+18,6122,301,4,130,70,3,258.0088543,64.12935313,24.2876,21.92327,21.2734,20.93611,22.00181,1.18887,0.08019052,0.06510706,0.07210077,0.7472579
1.23767E+18,6122,301,4,130,71,3,258.0224462,64.12578348,24.3282,24.50533,22.34989,21.44425,22.12562,1.015949,0.5205352,0.1338574,0.09069372,0.6706496
1.23767E+18,6122,301,4,130,72,6,258.0188967,64.12463513,24.63205,24.38727,22.17422,21.90343,22.82529,1.046924,0.4963823,0.1165454,0.1349665,0.797793
1.23767E+18,6122,301,4,130,73,6,258.0140773,64.1271275,24.07224,24.55097,23.32025,21.92933,21.96075,0.9012074,0.5088888,0.2782293,0.1295007,0.575603
1.23767E+18,6122,301,4,130,74,3,258.0148265,64.11632376,24.49768,23.5945,22.47334,21.81429,23.19317,1.12117,0.3021169,0.1620919,0.1359898,0.8130236
1.23767E+18,6122,301,4,130,75,3,258.0221323,64.12391709,23.47937,25.18151,24.11762,22.10268,22.08296,0.6938197,0.6047342,0.5219377,0.1677168,0.6735796
1.23767E+18,6122,301,4,130,76,6,258.0027362,64.12586782,24.63464,24.66341,23.00576,22.80075,22.82689,1.00301,0.5336756,0.2194146,0.2739052,0.754117
1.23767E+18,6122,301,4,130,77,6,257.9990658,64.11900211,24.97328,22.72842,22.04713,21.56159,23.34279,1.186011,0.1648881,0.1311219,0.1261685,0.8737698
1.23767E+18,6122,301,4,130,78,6,257.999467,64.12792271,24.90932,23.46329,25.21871,24.06676,22.6647,0.9944193,0.2521591,0.5338103,0.5816585,0.7722527
1.23767E+18,6122,301,4,130,79,6,258.0018314,64.12810651,25.70491,23.35179,25.178,24.35987,21.7908,0.6054716,0.2169692,0.4920959,0.5421206,0.4889706
1.23767E+18,6122,301,4,130,80,3,258.0189805,64.12159971,24.51092,24.99427,25.25183,22.79879,23.44718,1.19061,0.6758546,0.6400118,0.3284259,0.7952316
1.23767E+18,6122,301,4,130,81,3,258.0108004,64.12648757,25.18037,24.72079,24.68144,22.58086,23.97602,1.001749,0.6100909,0.657562,0.2676578,0.5494919
1.23767E+18,6122,301,4,130,82,3,258.0122933,64.11502279,24.90159,23.97149,23.69316,22.59501,22.73891,1.005548,0.3799721,0.4059918,0.2373315,0.7869471
1.23767E+18,6122,301,4,130,83,6,258.0059472,64.12786121,25.11935,24.96975,24.71103,22.74133,22.83317,0.9110302,0.5698329,0.5615693,0.2572308,0.7549936
1.23767E+18,6122,301,4,130,84,3,257.9973837,64.12236476,23.86285,25.15648,24.42099,22.65549,22.46276,1.054612,0.7655904,0.8281122,0.3091265,1.001339
1.23767E+18,6122,301,4,130,195,6,258.1683201,64.157469,21.59029,18.97184,17.86853,17.45999,17.23497,0.1444945,0.009181062,0.006746513,0.00666949,0.01398578
1.23767E+18,6122,301,4,130,201,6,258.1794016,64.14170079,18.60152,17.39948,16.88631,16.65328,16.52202,0.01909362,0.004809558,0.005230847,0.005559552,0.009421183
1.23767E+18,6122,301,4,130,204,6,258.1815305,64.1379335,18.487,16.7717,16.13803,15.90812,15.76631,0.01793749,0.004083828,0.004705611,0.005015901,0.006688989
1.23767E+18,6122,301,4,130,205,6,258.175305,64.13806753,24.60784,25.22106,24.72185,22.24985,22.66978,1.00004,0.5389191,0.5280511,0.1572337,0.7124599
1.23767E+18,6122,301,4,130,367,3,258.0286354,64.14219902,19.65694,17.98155,17.41032,16.9697,16.73729,0.04997948,0.006431109,0.0210136,0.005612716,0.01455422
1.23767E+18,6122,301,4,130,372,6,258.0351942,64.1280011,22.61838,20.22905,18.78391,17.87185,17.33846,0.3203451,0.01910117,0.009733606,0.007655831,0.01489247
1.23767E+18,6122,301,4,130,373,3,258.0386461,64.12936531,23.57942,21.90989,20.97333,20.5537,20.05348,0.9485836,0.08925533,0.05678706,0.05923953,0.1776903
1.23767E+18,6122,301,4,130,374,3,258.0429138,64.12842964,25.41767,22.78665,21.96889,20.68045,19.88487,1.034768,0.1795315,0.126463,0.06292612,0.1519016
1.23767E+18,6122,301,4,130,375,6,258.0404621,64.12793703,24.02541,24.80923,23.80507,22.45235,22.84977,0.8511664,0.5307167,0.3772682,0.1915651,0.7329427
1.23767E+18,6122,301,4,130,402,3,258.0569989,64.14100236,19.2431,17.33631,16.45946,16.05503,15.7029,0.06259231,0.005955728,0.004594705,0.004568471,0.01137515
1.23767E+18,6122,301,4,130,403,3,258.0633616,64.14222569,22.07024,21.57176,20.67603,20.27235,19.6704,0.3115848,0.07295774,0.04823149,0.05039715,0.1378837
1.23767E+18,6122,301,4,130,430,3,258.0705862,64.13997048,21.22519,19.40198,18.5644,18.22244,17.91962,0.1422104,0.01335202,0.009856388,0.0101292,0.029322
1.23767E+18,6122,301,4,130,431,6,258.0701591,64.13915504,24.85648,25.02408,22.57253,21.22502,20.39486,1.000254,0.5790451,0.1555978,0.07231475,0.171021
1.23767E+18,6122,301,4,130,432,6,258.0743111,64.13837318,23.72215,24.2979,22.9516,21.291,20.4638,0.729264,0.4278226,0.1936842,0.07003992,0.1682388
1.23767E+18,6122,301,4,130,451,6,258.0887418,64.14860771,20.93481,18.17522,16.9224,16.42449,16.14266,0.0838059,0.006334907,0.005291084,0.005271891,0.007839339
1.23767E+18,6122,301,4,130,454,6,258.0864491,64.15737378,20.39799,19.43057,19.14412,19.06205,18.9573,0.05799923,0.01169452,0.01169733,0.01365638,0.04708306
1.23767E+18,6122,301,4,130,458,3,258.09566,64.14127939,18.59752,17.57762,17.20822,16.87209,16.74444,0.02774484,0.005449689,0.005587595,0.005799298,0.0186597
1.23767E+18,6122,301,4,130,512,6,258.1543058,64.14049184,20.31687,19.44773,19.16697,19.06625,19.03388,0.05513386,0.01202611,0.01197689,0.01383808,0.05057173
1.23767E+18,6122,301,4,130,515,6,258.1553591,64.14702023,21.10994,19.39747,18.91994,18.72706,18.64711,0.09791838,0.01149657,0.01039746,0.01131512,0.03718308
1.23767E+18,6122,301,4,130,607,3,258.1268786,64.15856762,19.31751,17.9222,17.22688,16.8344,16.59118,0.07251609,0.00947177,0.009775146,0.007820111,0.02606879
1.23767E+18,6122,301,4,130,608,3,258.1221691,64.15847685,21.94251,20.30252,19.77985,19.52484,19.35888,0.4278462,0.03690809,0.03445216,0.04114062,0.1605188
1.23767E+18,6122,301,4,130,931,3,257.9884476,64.10925813,23.95147,22.55331,21.30069,22.83512,21.92571,2.889137,0.3480694,0.1763844,1.044152,2.02009
1.23767E+18,6122,301,4,130,940,3,257.9925288,64.11279835,23.5064,22.90086,22.61503,21.77683,21.60154,0.686095,0.1599743,0.1663156,0.1212044,0.4775299
1.23767E+18,6122,301,4,130,954,3,258.0018821,64.10456108,23.28793,22.53049,21.6441,20.95923,20.77077,0.852586,0.1624293,0.114046,0.09472642,0.3729103
1.23767E+18,6122,301,4,130,955,6,257.9986511,64.10540345,24.95235,24.50762,24.2298,22.317,21.65954,0.9123159,0.4708433,0.4647024,0.1685623,0.4481294
1.23767E+18,6122,301,4,130,961,6,258.0053799,64.10872491,23.63914,23.12879,22.93851,22.45376,21.60414,0.7104142,0.1846764,0.2026563,0.2033853,0.4513806
1.23767E+18,6122,301,4,130,989,6,258.0198514,64.11164324,23.18703,21.2007,20.07754,19.6393,19.33896,0.5101823,0.03752027,0.02043314,0.0199285,0.06524625
1.23767E+18,6122,301,4,130,990,3,258.0184573,64.11277609,23.69268,24.62631,22.88458,21.29612,22.30342,0.8822234,0.6205022,0.2342614,0.08990443,0.8157885
1.23767E+18,6122,301,4,130,1031,6,258.0400415,64.1221886,25.12236,23.33686,25.23783,25.38345,23.78866,0.8720697,0.2139212,0.4825977,0.3621661,0.5041726
1.23767E+18,6122,301,4,130,1039,6,258.0401929,64.1385601,25.16531,21.1292,19.88064,19.1708,18.79165,0.8541957,0.03577462,0.01798407,0.01466056,0.04169033
1.23767E+18,6122,301,4,130,1050,3,258.0446555,64.13654861,23.35465,21.39804,20.59459,20.19732,19.90806,0.813319,0.05687675,0.04177636,0.04387259,0.1577526
1.23767E+18,6122,301,4,130,1053,6,258.0473236,64.13325031,25.86344,21.27306,20.06901,19.65802,19.28428,0.549208,0.03963121,0.02027108,0.01998109,0.06153194
1.23767E+18,6122,301,4,130,1065,6,258.0568476,64.13258716,24.43632,22.72927,22.1846,21.9712,22.33926,0.9635462,0.1295758,0.1035525,0.1265277,0.6633888
1.23767E+18,6122,301,4,130,1077,3,258.0600547,64.13485397,23.32671,22.67162,21.92567,20.9301,20.94217,0.849369,0.1804871,0.1403013,0.08968151,0.4175093
1.23767E+18,6122,301,4,130,1109,6,258.0741046,64.1506687,23.3799,21.7752,20.47838,19.65954,19.13437,0.5758597,0.05847747,0.02677324,0.02003527,0.05454852
1.23767E+18,6122,301,4,130,1114,3,258.0825831,64.14077907,23.79697,21.63239,20.96047,20.5231,20.15999,1.539428,0.09377433,0.07938843,0.0882404,0.2784116
1.23767E+18,6122,301,4,130,1120,6,258.0797289,64.15212044,26.03905,23.23569,21.84863,20.08232,19.3544,0.49819,0.2019131,0.08055755,0.02795817,0.06792855
1.23767E+18,6122,301,4,130,1125,3,258.087364,64.14374794,26.3836,21.38271,20.94741,20.94047,21.22987,0.899515,0.08863778,0.0893667,0.1366231,0.8216612
1.23767E+18,6122,301,4,130,1157,6,258.0951561,64.15732057,23.82098,23.13337,22.96608,22.37281,21.82235,0.8611549,0.1949918,0.225868,0.2043022,0.5538526
1.23767E+18,6122,301,4,130,1298,6,258.1735866,64.14969349,25.34045,23.16808,25.73497,24.20141,22.83839,0.8007519,0.1844493,0.372638,0.5265312,0.7103739
1.23767E+18,6122,301,4,130,1305,3,258.1823223,64.15538145,26.62792,20.50279,19.6733,19.25948,19.23966,0.6327125,0.0372823,0.02704093,0.02782746,0.1247303
